Unnamed: 0,Location,Distance,Review_Score,Review_Score_,N_Reviews,Price,latitude,longitude
108,City Center,1.2941150645217294,8.428929311485835,Superb ,7314.0,473.0,43.25807319695863,-2.968373633620119
109,Bilbao,0.4344690144940422,8.944329474360085,Good ,4997.0,1438.0,43.27706398212845,-2.9598958882573445
110,Bilbao,1.4253453600427137,8.550686108595698,Fabulous ,385.0,208.0,43.2611114977866,-2.9075961535646626
111,Bilbao,2.170179331327954,7.774109550929931,Exceptional ,1000.0,605.0,43.274192614628184,-2.9247842917661617
112,Bilbao,1.9085526330576537,7.856312057833547,,132.0,1730.0,43.26509214827857,-2.954540719976125
113,Old Town,0.678422240901477,,Exceptional 10,75.0,1756.0,43.25907468155751,-2.9244033508972276
114,Bilbao,1.0074879432680417,9.311455389370398,Exceptional ,205.0,1234.0,43.270689818055345,-2.946273503723392
115,City Center,0.47723679959662596,8.523662511695779,Very good ,1207.0,287.0,43.26094257837928,-2.927682231872901
116,City Center,0.3930399280754589,9.107314419651782,Very good ,2497.0,1508.0,43.275345754248725,-2.9631558725192546
117,City Center,0.6244514565644085,8.560514733762815,Very good ,1822.0,352.0,43.26210069429701,-2.947392785631362
118,Deusto,0.289906809295812,8.278783834131351,Review score ,3557.0,1172.0,43.27583505028847,-2.9117433452964314
119,Ensanche,1.2734433802966663,7.503955085868379,Exceptional ,6566.0,654.0,43.265706565762905,-2.971726662598812
120,Bilbao,2.0595371771467477,,,2141.0,351.0,43.26697184940971,-2.9286102485671517
121,Ensanche,1.548132928101388,8.776394108592742,Exceptional ,929.0,1649.0,43.26195983341507,-2.9540190571952833
122,Bilbao,1.2501456213876072,8.198722088935627,Fabulous ,3155.0,1583.0,43.277040087058936,-2.954368785887676
123,Ensanche,1.4089873241774808,9.393833835651098,Review score ,6222.0,1750.0,43.26294453398757,-2.9440179958197814
124,Ensanche,0.23086230552804193,8.676898624711624,Fabulous ,1566.0,591.0,43.260737322585676,-2.9303042640186887
125,City Center,0.22940687392660913,,Good ,3079.0,1443.0,43.262505287690836,-2.9454145484115526
126,Bilbao,1.1111562671872708,7.467792990407541,Good ,2110.0,293.0,43.25083716849586,-2.920656848993553
127,Old Town,0.6400631414923837,,Exceptional 10,158.0,1718.0,43.25926550187672,-2.9237839012198052
128,Ensanche,0.4367660230364098,8.404567302590621,Very good ,3244.0,626.0,43.2630756448308,-2.9456926238924215
129,Old Town,0.6425886830206374,,Exceptional 10,26.0,1745.0,43.25862721798415,-2.922525132896984
130,Ensanche,0.4048918227758442,9.078944321109436,Superb ,1177.0,118.0,43.261663446858826,-2.927778896023833
131,City Center,0.5169646851935791,7.692521569754445,Good ,1039.0,208.0,43.26081931788797,-2.92586333823155
132,Bilbao,0.6240653722364086,,,,1711.0,43.25480780971975,-2.9255505934888633
133,Bilbao,1.0583451302439997,9.477985342991047,Review score ,6345.0,1395.0,43.2591488836744,-2.944132879428276
134,Old Town,2.012738885274634,7.029414364528874,Very good ,4504.0,654.0,43.2619792120455,-2.9606647061788247
135,City Center,1.3379102800386569,7.304164458761155,Superb ,1831.0,658.0,43.26184935506329,-2.9652279016482104
136,Ensanche,0.34769088721620034,,,,1339.0,43.262438479362636,-2.9307269784738175
137,Deusto,0.38971949145648405,9.549556438539947,Exceptional ,5430.0,1287.0,43.26366625166689,-2.939939460002219
138,Ensanche,1.3468244504204763,8.152684906344044,Fabulous ,3261.0,1109.0,43.26339133316854,-2.9495600511579445
139,Bilbao,0.5409677202872465,8.53999466900117,Fabulous ,4738.0,546.0,43.26126370654687,-2.936932017134234
140,City Center,1.460585964377521,9.878620221371017,Review score ,1583.0,848.0,43.27673774030222,-2.948119343857617
141,Old Town,0.6257023542897174,,Exceptional 10,372.0,1701.0,43.258602438150724,-2.923365832568343
142,Bilbao,0.5331363224263662,8.565882888953722,Fabulous ,4481.0,547.0,43.26115562496208,-2.93736299739001
143,Deusto,1.5083850123967197,7.256830173887325,Good ,237.0,452.0,43.27677286120564,-2.9580513066708067
144,Old Town,2.022391002968797,8.11302055349543,Review score ,,628.0,43.27036003193346,-2.9713265148044226
145,City Center,1.4462756819930083,7.504825409626033,,,1587.0,43.267029225468825,-2.936822744195415
146,Bilbao,0.6939803783867742,,,,1684.0,43.25423741290152,-2.928433892095032
147,Old Town,1.4935985748395326,7.292314575799958,Good ,380.0,435.0,43.2771181769806,-2.9581934508717915
148,Bilbao,0.6137775488422668,8.558913070867648,Fabulous ,801.0,85.0,43.26690076963887,-2.9374332991464667
149,Deusto,1.6248932452377958,9.343430290947452,Exceptional 10,7017.0,815.0,43.27871497199643,-2.9621714616731967
150,Bilbao,0.688165001043342,,,,1717.0,43.2541655317556,-2.9271461817582383
151,Old Town,1.5062459599819868,9.632134037740977,Superb ,5168.0,432.0,43.27538727969776,-2.9169824134923017
152,City Center,0.3316350249137955,8.705253307486473,,4758.0,965.0,43.25431952842208,-2.9644137965569692
153,Ensanche,0.3926071759968023,,,,1305.0,43.26181239372235,-2.9302444240109953
154,Bilbao,0.7052077894696595,9.442570666562307,Fabulous ,6769.0,71.0,43.254792079180746,-2.9720745152505015
155,City Center,1.5433099188245696,9.363385913959094,Exceptional ,,1494.0,43.27341664160942,-2.970628300978109
156,Ensanche,0.25199961482948596,9.872466358594558,Exceptional ,1878.0,1506.0,43.27062338093291,-2.9384236028515818
157,Bilbao,0.7793198783558465,7.855085488392987,Exceptional ,4788.0,1406.0,43.26211495397209,-2.96467974981089
158,City Center,0.7640827933239546,8.562279767604762,Very good ,677.0,259.0,43.260080827061024,-2.9497286042859354
159,Ensanche,1.724061740057256,7.397770359358044,Very good ,7266.0,89.0,43.25376073091988,-2.9280671980633746
160,Old Town,0.6683375977617703,8.375618772220536,Very good ,6902.0,495.0,43.26565304441425,-2.924563036422484
161,Ensanche,0.2677043049353133,8.744726878209255,Fabulous ,1294.0,588.0,43.261260529253555,-2.9290595548304923
162,Bilbao,0.7765897565803495,9.125425133852206,Exceptional ,466.0,1586.0,43.26583976831629,-2.9430527896073553
163,Deusto,0.47471192191981426,9.804019901720102,Review score ,6223.0,589.0,43.27569013288728,-2.908352199064037
164,City Center,2.132083537371384,7.3447053811674365,Very good ,6539.0,781.0,43.27895583093294,-2.9414078414386244
165,Old Town,1.7420463250554943,8.087091283868165,Exceptional 10,4531.0,672.0,43.27365398120177,-2.9645695660209683
166,Deusto,1.4935329431082132,7.224073233913348,Good ,4951.0,1228.0,43.2503213214123,-2.9587211564773233
167,Old Town,1.5342965401210928,7.600034480473189,Exceptional 10,4867.0,674.0,43.25931795875542,-2.9266261340415634
168,City Center,0.4798410215869158,8.573541587868712,Very good ,2199.0,384.0,43.26594967687236,-2.927653393631292
169,Old Town,0.820317582357255,7.05465417889397,Exceptional ,2764.0,1260.0,43.25508800247983,-2.9097066768875175
170,City Center,0.69496438177187,8.521092249977407,Very good ,1812.0,342.0,43.26188921975094,-2.9474078220796436
171,Ensanche,1.8385881328730642,7.063720542242409,Fabulous ,309.0,159.0,43.252479822741286,-2.908368598217198
172,Old Town,0.8235982450474302,8.814117058718058,Review score ,4969.0,789.0,43.256721147261864,-2.9598433734326064
173,Deusto,0.45225074847062796,7.752422266826466,Good ,1202.0,173.0,43.25034373629762,-2.920956468500318
174,City Center,1.631867408408327,9.679057409769515,Good ,5754.0,710.0,43.26914853341278,-2.9221408078651394
175,Bilbao,0.9131041212466511,8.460102959606617,Exceptional ,5337.0,450.0,43.258150920773446,-2.9122353774962706
176,Old Town,0.6565604303858478,,Exceptional 10,275.0,1710.0,43.258766262462224,-2.9224169235320314
177,Deusto,1.4393043216017452,7.351950455632217,Good ,283.0,405.0,43.27741667784907,-2.9594377097537232
178,Deusto,1.1504302999109377,8.053196069056558,Very good ,956.0,173.0,43.26666657533712,-2.9563081610858184
179,Deusto,1.701581166517165,7.380427475541171,Review score ,4175.0,1351.0,43.251455399230046,-2.968911350834715
180,Bilbao,0.38841967451731263,,,,1767.0,43.254134690303225,-2.9288522912192256
181,Ensanche,0.3871698524996594,,,,1297.0,43.261996132374776,-2.931649393916151
182,City Center,0.6924042722797346,8.5665005959185,Very good ,1691.0,387.0,43.26214753927605,-2.948946524640378
183,City Center,1.7450907909376427,7.848767317794009,Exceptional ,250.0,218.0,43.25696800467121,-2.9346623954453066
184,Ensanche,0.3667857742982557,9.400766921944143,Superb ,3713.0,109.0,43.27640614859918,-2.9405300060990287
185,City Center,0.6860139686868845,8.486713867676444,Very good ,1816.0,340.0,43.26209607665655,-2.9461469096432635
186,City Center,0.6219685255195038,8.534822220606666,Very good ,1627.0,365.0,43.26150652878937,-2.948022934624495
187,Ensanche,0.344877804750043,,,,1325.0,43.26190180935309,-2.932274171729767
188,Deusto,0.8520750758517104,8.087349348641709,Very good ,4605.0,166.0,43.26576748003998,-2.9571113009382444
189,Old Town,0.6454333015274332,,Exceptional 10,350.0,1706.0,43.25932165602006,-2.924163985975318
190,City Center,1.4737798500204813,8.738357328871176,Fabulous ,3375.0,715.0,43.26108224914884,-2.9482741130075554
191,Deusto,1.3496211960273237,9.781409236982444,Exceptional ,1846.0,1574.0,43.258052489895064,-2.9631113530630038
192,Ensanche,1.793166761818966,,Exceptional ,7689.0,914.0,43.2558472989479,-2.956595317159836
193,Deusto,1.4669494810625054,7.308810863887986,Good ,9.0,455.0,43.277141520456574,-2.9588389383347393
194,Ensanche,0.8599664491274321,7.129585042854525,Fabulous ,4113.0,1298.0,43.26622666077905,-2.9078246447568046
195,City Center,0.6614963433185638,8.52816720647981,Very good ,1677.0,373.0,43.26143345632304,-2.948927097341518
196,Old Town,0.6910441038152761,,Exceptional 10,331.0,467.0,43.25821096331917,-2.9227891594165465
197,Ensanche,0.46579780093839324,8.39775969837665,Very good ,2117.0,404.0,43.25722126547508,-2.943870096675806
198,Old Town,0.785771139957872,6.94184146597923,Exceptional ,3597.0,1512.0,43.2528936719161,-2.9266595035186302
199,Ensanche,0.23188690538755685,8.650878742991575,Fabulous ,1490.0,587.0,43.2600462560337,-2.9297104643592498
200,Old Town,0.5671097387131755,8.546561716952015,Fabulous ,1946.0,603.0,43.259605335966576,-2.9245394100190447
201,Ensanche,1.732387382903658,7.461369682342634,Good ,846.0,102.0,43.26513808123199,-2.927344253514896
202,Ensanche,0.24282635734115515,7.5479303794882915,Superb ,968.0,107.0,43.25853794703226,-2.9355268074987904
203,Deusto,1.5615833496574423,9.410335089210976,Good ,7752.0,211.0,43.256577171745775,-2.965246192337407
204,City Center,1.0644257433781728,9.930007249526048,,6900.0,607.0,43.25055189208091,-2.9723135111440393
205,Old Town,1.6635567585719686,7.339152506530828,Superb ,2777.0,1164.0,43.25332276220975,-2.9616909630724413
206,Ensanche,0.3017909974977882,9.583326318287519,Exceptional ,5127.0,383.0,43.26526727043921,-2.935000926755167
207,Bilbao,0.7090004129418037,8.476969210594897,Fabulous ,4478.0,569.0,43.26041987409764,-2.938329978651864
208,Old Town,2.0515111088506535,8.457524786633062,Exceptional ,3451.0,387.0,43.26152323771302,-2.9662534873426183
209,City Center,0.5539621088511189,9.152175613360969,Good ,3540.0,635.0,43.27721745176868,-2.955542245479112
210,City Center,0.4705980068506807,7.756910490483255,Superb ,7773.0,99.0,43.27892940473057,-2.913255745258916
211,City Center,0.8002558868396358,8.544962915906567,Very good ,4743.0,657.0,43.257332906229195,-2.952249147105707
212,City Center,0.7081266108778268,8.534717716159554,Very good ,2222.0,433.0,43.264419697375985,-2.948742171226829
213,Ensanche,0.800588200146789,7.932137788744622,Good ,1100.0,159.0,43.257753898641745,-2.9191468270621272
214,City Center,2.021271036731377,9.979870378375603,,2333.0,562.0,43.2506487668867,-2.9556006965358734
215,City Center,2.101306462728094,9.119212406421248,Good ,6456.0,953.0,43.26870657155897,-2.9531235734430847
216,City Center,0.881536482228305,9.658386508504845,,1918.0,646.0,43.258554308455814,-2.9237621636536475
217,Old Town,0.6300510681309697,,Exceptional 10,184.0,1722.0,43.25947495267304,-2.92434501252115
218,Ensanche,0.39747513415232033,,,,1327.0,43.261382860828235,-2.9300078871049706
219,Bilbao,0.9164273914565967,7.710144566444818,,7156.0,921.0,43.27247668348247,-2.9608598478863333
220,Ensanche,1.0559973865546008,9.276285001663325,Exceptional ,3265.0,1516.0,43.262791601244025,-2.9255945680002786
221,Bilbao,2.0696535255170487,7.596629464458295,,6939.0,100.0,43.27486411159474,-2.9141150190034604
222,Ensanche,0.258459290353196,7.600543188988411,Very good ,1019.0,130.0,43.258414174333886,-2.932490371031734
223,Deusto,2.1224249325763815,9.029340956925806,Superb ,2670.0,1498.0,43.27139609098044,-2.9474318953355585
224,Old Town,0.9884815177720432,,Superb ,3747.0,924.0,43.256834021879456,-2.953383586300393
225,Deusto,1.4111416325200457,7.214038083934573,Good ,275.0,415.0,43.27705990548753,-2.9577742037680026
226,City Center,0.5056966891296897,7.634454142374431,Very good ,1980.0,1483.0,43.26453010519452,-2.938431876405529
227,Bilbao,0.6739323077175341,8.884949973387046,Fabulous ,1741.0,244.0,43.25727544894325,-2.9447979560665174
228,Deusto,1.4205541828048833,7.210216748550738,Good ,30.0,450.0,43.2764476140845,-2.9588917738890275
229,Ensanche,0.23900097507649531,8.537108668139018,Fabulous ,950.0,71.0,43.26627391894867,-2.92914365862233
230,Deusto,0.7844957260011206,7.832902710937838,Very good ,4819.0,97.0,43.25758939088863,-2.9513110102931566
231,Old Town,0.9052649453574428,7.541439406712182,Exceptional 10,4471.0,1370.0,43.25775935267197,-2.9604848301292597
232,Old Town,0.6494346615008779,7.035034356057312,Very good ,6683.0,177.0,43.261813262374766,-2.9629165286415424
233,Old Town,0.3237899070590124,9.233519056363225,Very good ,515.0,1127.0,43.249901909813715,-2.9223404896225484
234,Deusto,0.6316996406940113,7.815647028783961,,2058.0,140.0,43.25547898329267,-2.9173373644641676
235,Old Town,0.5087748044466466,8.398461019210801,Very good ,769.0,321.0,43.25984041191281,-2.9253404811339925
236,Old Town,0.6609468502185483,,Exceptional 10,68.0,1693.0,43.25876223303418,-2.9248383779533196
237,City Center,0.6298417979266849,8.56871852021456,Fabulous ,1743.0,399.0,43.2625801341562,-2.9492310566106137
238,Ensanche,2.128460410919082,8.554660032819415,Review score ,,612.0,43.25962828563751,-2.954634501603899
239,City Center,0.6664983027752216,8.567549079772919,Very good ,1807.0,358.0,43.26269546159664,-2.949137962569685
240,Bilbao,1.6863355055760396,8.873454285021777,Very good ,5560.0,1131.0,43.275424541351065,-2.933767286393039
241,Bilbao,0.7067795904951274,,,,1734.0,43.254254953190454,-2.9277423582863555
242,City Center,0.6349783001190696,8.588703225751548,Very good ,1909.0,318.0,43.261962551979224,-2.9491963560909875
243,Bilbao,0.5745580998481278,8.505776018448868,Fabulous ,240.0,225.0,43.25401820375816,-2.9371694864228965
244,City Center,1.8696454375811333,8.819336110710367,Fabulous ,1999.0,1144.0,43.26644519629929,-2.9366148082056873
245,City Center,0.45877750189459704,8.550661051627147,Very good ,1412.0,293.0,43.26024028465922,-2.9272265212363973
246,Ensanche,0.41190656924963504,,,,1335.0,43.26150013999998,-2.931440747448896
247,Bilbao,0.9451886045008865,8.84217545241891,Good ,482.0,155.0,43.25585229103685,-2.971512821040394
248,Bilbao,0.6236502859442701,,,,1726.0,43.25398792248217,-2.925657248629079
249,City Center,0.6258290592670598,8.555171007868605,Very good ,1802.0,336.0,43.26253748401088,-2.9485256590457105
250,Old Town,0.5903528632337,8.817064688160098,Fabulous ,1355.0,337.0,43.2588232549236,-2.9223921609710963
251,Deusto,1.465983270333209,7.2749023854547685,Good ,161.0,404.0,43.27764799892742,-2.958336223671365
252,City Center,0.7151777519340405,7.425781200949527,Very good ,,202.0,43.26749182614121,-2.9492475316652667
253,Old Town,1.8980187361556717,9.541143397222699,Exceptional 10,5814.0,1065.0,43.2680870682894,-2.9572489415249166
254,Deusto,1.5006535024985943,7.324211049411894,Good ,332.0,479.0,43.27623334184743,-2.9595316377907968
255,City Center,1.9082340833804152,7.453189175882486,Review score ,5032.0,553.0,43.25508124991812,-2.916182925753744
256,City Center,0.695710116670826,8.587321978987143,Very good ,1888.0,369.0,43.26191811682252,-2.948646612620486
